#K-Path(1/A)  Energy(eV)      Weight
# Band-Index    1
      0.6814    -17.8894      0.0000
      0.6814    -17.8894      0.0000
      0.6388    -17.8910      0.0000
      0.5963    -17.9012      0.0000
      0.5537    -17.8974      0.0000
      0.5111    -17.8925      0.0000
      0.4685    -17.8875      0.0000
      0.4259    -17.8827      0.0000
      0.3833    -17.8784      0.0000
      0.3407    -17.8874      0.3584
      0.2981    -17.8784      0.0000
      0.2555    -17.8827      0.0000
      0.2129    -17.8875      0.0000
      0.1704    -17.8925      0.0000
      0.1278    -17.8974      0.0000
      0.0852    -17.9012      1.0000
      0.0426    -17.8910      1.0000
      0.0000    -17.8894      0.0000
# Band-Index  177
      0.0000    -17.8894      0.0000
      0.0426    -17.8890      0.0000
      0.0852    -17.8877      0.0000
      0.1278    -17.8856      0.0000
      0.1704    -17.8826      0.0000
      0.2129    -17.8788      0.0000
      0.2555    -17.8741      0.0000
      0.2981    -17.8721      1.0000
      0.3407    -17.8746      0.0000
      0.3833    -17.8721      0.0000
      0.4259    -17.8741      0.0000
      0.4685    -17.8788      0.0000
      0.5111    -17.8826      0.0000
      0.5537    -17.8856      0.0000
      0.5963    -17.8877      0.0000
      0.6388    -17.8890      0.0000
      0.6814    -17.8894      0.0000
      0.6814    -17.8894      0.0000
      0.7240    -17.8887      0.0000
      0.7665    -17.8867      0.0000
      0.8091    -17.8838      0.0000
      0.8516    -17.8804      0.0000
      0.8942    -17.8766      0.0000
      0.9368    -17.8731      0.0000
      0.9793    -17.8699      0.0000
      1.0219    -17.8672      0.0000
      1.0644    -17.8699      0.0000
      1.1070    -17.8731      0.0000
      1.1495    -17.8766      0.0000
      1.1921    -17.8804      0.0000
      1.2346    -17.8838      0.0000
      1.2772    -17.8867      0.0000
      1.3198    -17.8887      0.0000
      1.3623    -17.8894      0.0000
      1.3623    -17.8894      0.0000
      1.4049    -17.8890      0.0000
      1.4475    -17.8877      0.0000
      1.4901    -17.8856      0.0000
      1.5327    -17.8826      0.0000
      1.5753    -17.8788      0.0000
      1.6178    -17.8741      0.0000
      1.6604    -17.8721      0.0000
      1.7030    -17.8746      0.0000
      1.7456    -17.8721      0.0000
      1.7882    -17.8741      0.0000
      1.8308    -17.8788      0.0000
      1.8734    -17.8826      0.0000
      1.9160    -17.8856      0.0000
      1.9586    -17.8877      0.0000
      2.0011    -17.8890      0.0000
      2.0437    -17.8894      0.0000
      2.0437    -17.8894      0.0000
      2.0863    -17.8887      0.0000
      2.1288    -17.8867      0.0000
      2.1714    -17.8838      0.0000
      2.2140    -17.8804      0.0000
      2.2565    -17.8766      0.0000
      2.2991    -17.8731      0.0000
      2.3416    -17.8699      0.0000
      2.3842    -17.8672      0.0000
      2.4267    -17.8699      0.0000
      2.4693    -17.8731      0.0000
      2.5118    -17.8766      0.0000
      2.5544    -17.8804      0.0000
      2.5969    -17.8838      0.0000
      2.6395    -17.8867      0.0000
      2.6821    -17.8887      0.0000
      2.7246    -17.8894      0.0000
      2.7246    -17.8894      0.0000
      2.7681    -17.8891      0.0000
      2.8115    -17.8883      0.0000
      2.8550    -17.8870      0.0000
      2.8984    -17.8851      0.0000
      2.9419    -17.8828      0.0000
      2.9854    -17.8800      0.0000
      3.0288    -17.8770      0.0000
      3.0723    -17.8770      0.0000
      3.1157    -17.8800      0.0000
      3.1592    -17.8828      0.0000
      3.2026    -17.8851      0.0000
      3.2461    -17.8870      0.0000
      3.2896    -17.8883      0.0000
      3.3330    -17.8891      0.0000
      3.3765    -17.8894      0.0000
      3.3765    -17.8894      0.0000
      3.4191    -17.8890      0.0000
      3.4616    -17.8877      0.0000
      3.5042    -17.8856      0.0000
      3.5468    -17.8826      0.0000
      3.5894    -17.8788      0.0000
      3.6320    -17.8741      0.0000
      3.6746    -17.8721      0.0000
      3.7172    -17.8746      0.0000
      3.7598    -17.8721      0.0000
      3.8024    -17.8741      1.0000
      3.8449    -17.8788      1.0000
      3.8875    -17.8826      1.0000
      3.9301    -17.8856      1.0000
      3.9727    -17.8877      1.0000
      4.0153    -17.8890      1.0000
      4.0579    -17.8894      1.0000
      4.0579    -17.8894      1.0000
      4.1014    -17.8891      1.0000
      4.1448    -17.8883      1.0000
      4.1883    -17.8870      1.0000
      4.2317    -17.8851      1.0000
      4.2752    -17.8828      1.0000
      4.3186    -17.8800      1.0000
      4.3621    -17.8770      1.0000
      4.4056    -17.8770      0.0000
      4.4490    -17.8800      0.0000
      4.4925    -17.8828      0.0000
      4.5359    -17.8851      0.0000
      4.5794    -17.8870      0.0000
      4.6228    -17.8883      0.0000
      4.6663    -17.8891      0.0000
      4.7098    -17.8894      0.0000
      4.7098    -17.8894      0.0000
      4.7536    -17.8893      0.0000
      4.7974    -17.8889      0.0000
      4.8412    -17.8882      0.0000
      4.8851    -17.8871      0.0000
      4.9289    -17.8856      0.0000
      4.9727    -17.8835      0.0000
      5.0166    -17.8807      0.0000
      5.0604    -17.8807      0.0000
      5.1042    -17.8835      0.0000
      5.1481    -17.8856      0.0000
      5.1919    -17.8871      0.0000
      5.2357    -17.8882      0.0000
      5.2796    -17.8889      0.0000
      5.3234    -17.8893      0.0000
      5.3672    -17.8894      0.0000
      5.3672    -17.8894      0.0000
      5.4098    -17.8890      0.0000
      5.4524    -17.8877      0.0000
      5.4950    -17.8856      0.0000
      5.5376    -17.8826      0.0000
      5.5802    -17.8788      0.0000
      5.6228    -17.8741      0.0000
      5.6653    -17.8721      0.0000
      5.7079    -17.8746      0.6696
      5.7505    -17.8721      0.0000
      5.7931    -17.8741      0.0000
      5.8357    -17.8788      0.0000
      5.8783    -17.8826      0.0000
      5.9209    -17.8856      0.0000
      5.9635    -17.8877      0.0000
      6.0061    -17.8890      0.0000
      6.0487    -17.8894      0.0000
      6.0487    -17.8894      0.0000
      6.0925    -17.8893      0.0000
      6.1363    -17.8889      0.0000
      6.1801    -17.8882      0.0000
      6.2240    -17.8871      0.0000
      6.2678    -17.8856      0.0000
      6.3116    -17.8835      0.0000
      6.3555    -17.8807      0.0000
      6.3993    -17.8807      0.0000
      6.4431    -17.8835      0.0000
      6.4870    -17.8856      0.0000
      6.5308    -17.8871      0.0000
      6.5746    -17.8882      0.0000
      6.6185    -17.8889      0.0000
      6.6623    -17.8893      0.0000
      6.7061    -17.8894      0.0000
# Band-Index  178
      6.7061    -17.8874      1.0000
      6.6623    -17.8879      1.0000
      6.6185    -17.8888      0.0000
      6.5746    -17.8855      0.0000
      6.5308    -17.8868      1.0000
      6.4870    -17.8856      0.0000
      6.4431    -17.8835      0.0000
      6.3993    -17.8807      0.0000
      6.3555    -17.8807      0.0000
      6.3116    -17.8835      0.0000
      6.2678    -17.8856      0.0000
      6.2240    -17.8868      0.0000
      6.1801    -17.8855      1.0000
      6.1363    -17.8888      0.0000
      6.0925    -17.8879      0.0000
      6.0487    -17.8874      0.0000
      6.0487    -17.8874      0.0000
      6.0061    -17.8890      0.0000
      5.9635    -17.8877      0.0000
      5.9209    -17.8856      0.0000
      5.8783    -17.8826      0.0000
      5.8357    -17.8788      0.0000
      5.7931    -17.8741      0.0000
      5.7505    -17.8714      0.0000
      5.7079    -17.8746      0.3304
      5.6653    -17.8714      1.0000
      5.6228    -17.8741      0.0000
      5.5802    -17.8788      0.0000
      5.5376    -17.8826      0.0000
      5.4950    -17.8856      0.0000
      5.4524    -17.8877      0.0000
      5.4098    -17.8890      0.0000
      5.3672    -17.8874      0.0000
      5.3672    -17.8874      0.0000
      5.3234    -17.8879      0.0000
      5.2796    -17.8888      0.0000
      5.2357    -17.8855      0.0000
      5.1919    -17.8868      0.0000
      5.1481    -17.8856      0.0000
      5.1042    -17.8835      0.0000
      5.0604    -17.8807      0.0000
      5.0166    -17.8807      0.0000
      4.9727    -17.8835      0.0000
      4.9289    -17.8856      0.0000
      4.8851    -17.8868      0.0000
      4.8412    -17.8855      0.0000
      4.7974    -17.8888      0.0000
      4.7536    -17.8879      0.0000
      4.7098    -17.8874      0.0000
      4.7098    -17.8874      0.0000
      4.6663    -17.8891      0.0000
      4.6228    -17.8755      0.0000
      4.5794    -17.8609      1.0000
      4.5359    -17.8637      1.0000
      4.4925    -17.8668      1.0000
      4.4490    -17.8702      1.0000
      4.4056    -17.8769      0.0000
      4.3621    -17.8769      1.0000
      4.3186    -17.8702      0.0000
      4.2752    -17.8668      0.0000
      4.2317    -17.8637      0.0000
      4.1883    -17.8609      0.0000
      4.1448    -17.8755      0.0000
      4.1014    -17.8891      1.0000
      4.0579    -17.8874      0.0000
      4.0579    -17.8874      0.0000
      4.0153    -17.8890      1.0000
      3.9727    -17.8877      1.0000
      3.9301    -17.8856      1.0000
      3.8875    -17.8826      1.0000
      3.8449    -17.8788      1.0000
      3.8024    -17.8741      1.0000
      3.7598    -17.8714      0.0000
      3.7172    -17.8746      0.0000
      3.6746    -17.8714      0.0000
      3.6320    -17.8741      0.0000
      3.5894    -17.8788      0.0000
      3.5468    -17.8826      0.0000
      3.5042    -17.8856      0.0000
      3.4616    -17.8877      0.0000
      3.4191    -17.8890      0.0000
      3.3765    -17.8874      0.0000
      3.3765    -17.8874      0.0000
      3.3330    -17.8891      0.0000
      3.2896    -17.8755      0.0000
      3.2461    -17.8609      0.0000
      3.2026    -17.8637      0.0000
      3.1592    -17.8668      0.0000
      3.1157    -17.8702      0.0000
      3.0723    -17.8769      0.0000
      3.0288    -17.8769      0.0000
      2.9854    -17.8702      0.0000
      2.9419    -17.8668      0.0000
      2.8984    -17.8637      0.0000
      2.8550    -17.8609      0.0000
      2.8115    -17.8755      0.0000
      2.7681    -17.8891      0.0000
      2.7246    -17.8874      1.0000
      2.7246    -17.8874      1.0000
      2.6821    -17.8887      0.0000
      2.6395    -17.8838      0.0000
      2.5969    -17.8695      0.0000
      2.5544    -17.8615      0.0000
      2.5118    -17.8642      1.0000
      2.4693    -17.8731      0.0000
      2.4267    -17.8699      0.0000
      2.3842    -17.8672      0.0000
      2.3416    -17.8699      0.0000
      2.2991    -17.8731      0.0000
      2.2565    -17.8642      0.0000
      2.2140    -17.8615      0.0000
      2.1714    -17.8695      0.0000
      2.1288    -17.8838      0.0000
      2.0863    -17.8887      0.0000
      2.0437    -17.8874      0.0000
      2.0437    -17.8874      0.0000
      2.0011    -17.8890      0.0000
      1.9586    -17.8877      0.0000
      1.9160    -17.8856      0.0000
      1.8734    -17.8826      0.0000
      1.8308    -17.8788      0.0000
      1.7882    -17.8741      0.0000
      1.7456    -17.8714      0.0000
      1.7030    -17.8746      0.0000
      1.6604    -17.8714      0.0000
      1.6178    -17.8741      0.0000
      1.5753    -17.8788      0.0000
      1.5327    -17.8826      0.0000
      1.4901    -17.8856      0.0000
      1.4475    -17.8877      0.0000
      1.4049    -17.8890      0.0000
      1.3623    -17.8874      0.0000
      1.3623    -17.8874      0.0000
      1.3198    -17.8887      0.0000
      1.2772    -17.8838      0.0000
      1.2346    -17.8695      0.0000
      1.1921    -17.8615      0.0000
      1.1495    -17.8642      0.0000
      1.1070    -17.8731      0.0000
      1.0644    -17.8699      0.0000
      1.0219    -17.8672      0.0000
      0.9793    -17.8699      0.0000
      0.9368    -17.8731      0.0000
      0.8942    -17.8642      0.0000
      0.8516    -17.8615      0.0000
      0.8091    -17.8695      0.0000
      0.7665    -17.8838      0.0000
      0.7240    -17.8887      0.0000
      0.6814    -17.8874      0.0000
      0.6814    -17.8874      0.0000
      0.6388    -17.8890      0.0000
      0.5963    -17.8877      0.0000
      0.5537    -17.8856      0.0000
      0.5111    -17.8826      0.0000
      0.4685    -17.8788      0.0000
      0.4259    -17.8741      0.0000
      0.3833    -17.8714      0.0000
      0.3407    -17.8746      0.0000
      0.2981    -17.8714      0.0000
      0.2555    -17.8741      0.0000
      0.2129    -17.8788      0.0000
      0.1704    -17.8826      0.0000
      0.1278    -17.8856      0.0000
      0.0852    -17.8877      0.0000
      0.0426    -17.8890      0.0000
      0.0000    -17.8874      1.0000
# Band-Index  179
      0.0000    -17.8609      0.0000
      0.0426    -17.8615      0.0000
      0.0852    -17.8624      0.0000
      0.1278    -17.8635      0.0000
      0.1704    -17.8648      0.0000
      0.2129    -17.8666      0.0000
      0.2555    -17.8687      0.0000
      0.2981    -17.8687      0.0000
      0.3407    -17.8626      0.0000
      0.3833    -17.8687      0.0000
      0.4259    -17.8687      0.0000
      0.4685    -17.8666      0.0000
      0.5111    -17.8648      0.0000
      0.5537    -17.8635      0.0000
      0.5963    -17.8624      0.0000
      0.6388    -17.8615      0.0000
      0.6814    -17.8609      0.0000
      0.6814    -17.8609      0.0000
      0.7240    -17.8609      0.0000
      0.7665    -17.8610      0.0000
      0.8091    -17.8611      0.0000
      0.8516    -17.8615      0.0000
      0.8942    -17.8630      1.0000
      0.9368    -17.8647      1.0000
      0.9793    -17.8659      1.0000
      1.0219    -17.8672      0.0000
      1.0644    -17.8659      0.0000
      1.1070    -17.8647      0.0000
      1.1495    -17.8630      0.0000
      1.1921    -17.8615      0.0000
      1.2346    -17.8611      0.0000
      1.2772    -17.8610      0.0000
      1.3198    -17.8609      0.0000
      1.3623    -17.8609      0.0000
      1.3623    -17.8609      0.0000
      1.4049    -17.8615      0.0000
      1.4475    -17.8624      0.0000
      1.4901    -17.8635      0.0000
      1.5327    -17.8648      0.0000
      1.5753    -17.8666      0.0000
      1.6178    -17.8687      0.0000
      1.6604    -17.8687      0.0000
      1.7030    -17.8626      0.0000
      1.7456    -17.8687      0.0000
      1.7882    -17.8687      0.0000
      1.8308    -17.8666      0.0000
      1.8734    -17.8648      0.0000
      1.9160    -17.8635      0.0000
      1.9586    -17.8624      0.0000
      2.0011    -17.8615      0.0000
      2.0437    -17.8609      0.0000
      2.0437    -17.8609      0.0000
      2.0863    -17.8609      0.0000
      2.1288    -17.8610      0.0000
      2.1714    -17.8611      0.0000
      2.2140    -17.8615      0.0000
      2.2565    -17.8630      0.0000
      2.2991    -17.8647      0.0000
      2.3416    -17.8659      0.0000
      2.3842    -17.8672      0.0000
      2.4267    -17.8659      0.0000
      2.4693    -17.8647      0.0000
      2.5118    -17.8630      0.0000
      2.5544    -17.8615      0.0000
      2.5969    -17.8611      0.0000
      2.6395    -17.8610      0.0000
      2.6821    -17.8609      0.0000
      2.7246    -17.8609      0.0000
      2.7246    -17.8609      0.0000
      2.7681    -17.8608      0.0000
      2.8115    -17.8607      0.0000
      2.8550    -17.8609      0.0000
      2.8984    -17.8637      0.0000
      2.9419    -17.8668      0.0000
      2.9854    -17.8702      0.0000
      3.0288    -17.8736      0.0000
      3.0723    -17.8736      0.0000
      3.1157    -17.8702      0.0000
      3.1592    -17.8668      0.0000
      3.2026    -17.8637      0.0000
      3.2461    -17.8609      0.0000
      3.2896    -17.8607      0.0000
      3.3330    -17.8608      0.0000
      3.3765    -17.8609      0.0000
      3.3765    -17.8609      0.0000
      3.4191    -17.8615      0.0000
      3.4616    -17.8624      0.0000
      3.5042    -17.8635      0.0000
      3.5468    -17.8648      0.0000
      3.5894    -17.8666      0.0000
      3.6320    -17.8687      0.0000
      3.6746    -17.8687      0.0000
      3.7172    -17.8626      0.8462
      3.7598    -17.8687      1.0000
      3.8024    -17.8687      0.0000
      3.8449    -17.8666      0.0000
      3.8875    -17.8648      0.0000
      3.9301    -17.8635      0.0000
      3.9727    -17.8624      0.0000
      4.0153    -17.8615      0.0000
      4.0579    -17.8609      0.0000
      4.0579    -17.8609      0.0000
      4.1014    -17.8608      0.0000
      4.1448    -17.8607      0.0000
      4.1883    -17.8609      0.0000
      4.2317    -17.8637      0.0000
      4.2752    -17.8668      0.0000
      4.3186    -17.8702      0.0000
      4.3621    -17.8736      0.0000
      4.4056    -17.8736      1.0000
      4.4490    -17.8702      1.0000
      4.4925    -17.8668      1.0000
      4.5359    -17.8637      1.0000
      4.5794    -17.8609      1.0000
      4.6228    -17.8607      0.0000
      4.6663    -17.8608      0.0000
      4.7098    -17.8609      0.0000
      4.7098    -17.8609      0.0000
      4.7536    -17.8608      0.0000
      4.7974    -17.8608      0.0000
      4.8412    -17.8635      0.0000
      4.8851    -17.8761      0.0000
      4.9289    -17.8664      0.0000
      4.9727    -17.8720      0.0000
      5.0166    -17.8770      0.0000
      5.0604    -17.8770      0.0000
      5.1042    -17.8720      0.0000
      5.1481    -17.8664      0.0000
      5.1919    -17.8761      0.0000
      5.2357    -17.8635      0.0000
      5.2796    -17.8608      1.0000
      5.3234    -17.8608      1.0000
      5.3672    -17.8609      1.0000
      5.3672    -17.8609      1.0000
      5.4098    -17.8615      1.0000
      5.4524    -17.8624      1.0000
      5.4950    -17.8635      1.0000
      5.5376    -17.8648      1.0000
      5.5802    -17.8666      1.0000
      5.6228    -17.8687      1.0000
      5.6653    -17.8687      0.0000
      5.7079    -17.8626      0.0000
      5.7505    -17.8687      0.0000
      5.7931    -17.8687      0.0000
      5.8357    -17.8666      0.0000
      5.8783    -17.8648      0.0000
      5.9209    -17.8635      0.0000
      5.9635    -17.8624      0.0000
      6.0061    -17.8615      0.0000
      6.0487    -17.8609      0.0000
      6.0487    -17.8609      0.0000
      6.0925    -17.8608      0.0000
      6.1363    -17.8608      0.0000
      6.1801    -17.8635      0.0000
      6.2240    -17.8761      1.0000
      6.2678    -17.8664      1.0000
      6.3116    -17.8720      0.0000
      6.3555    -17.8770      0.0000
      6.3993    -17.8770      0.0000
      6.4431    -17.8720      0.0000
      6.4870    -17.8664      0.0000
      6.5308    -17.8761      0.0000
      6.5746    -17.8635      1.0000
      6.6185    -17.8608      0.0000
      6.6623    -17.8608      0.0000
      6.7061    -17.8609      0.0000
# Band-Index  180
      6.7061    -17.8608      0.0000
      6.6623    -17.8608      0.0000
      6.6185    -17.8607      0.0000
      6.5746    -17.8606      0.0000
      6.5308    -17.8603      0.0000
      6.4870    -17.8660      0.0000
      6.4431    -17.8720      0.0000
      6.3993    -17.8770      0.0000
      6.3555    -17.8770      0.0000
      6.3116    -17.8720      0.0000
      6.2678    -17.8660      0.0000
      6.2240    -17.8603      0.0000
      6.1801    -17.8606      0.0000
      6.1363    -17.8607      0.0000
      6.0925    -17.8608      0.0000
      6.0487    -17.8608      0.0000
      6.0487    -17.8608      0.0000
      6.0061    -17.8602      0.0000
      5.9635    -17.8597      0.0000
      5.9209    -17.8592      0.0000
      5.8783    -17.8584      0.0000
      5.8357    -17.8573      0.0000
      5.7931    -17.8584      0.0000
      5.7505    -17.8687      0.0000
      5.7079    -17.8626      0.0000
      5.6653    -17.8687      0.0000
      5.6228    -17.8584      0.0000
      5.5802    -17.8573      1.0000
      5.5376    -17.8584      1.0000
      5.4950    -17.8592      1.0000
      5.4524    -17.8597      1.0000
      5.4098    -17.8602      1.0000
      5.3672    -17.8608      1.0000
      5.3672    -17.8608      1.0000
      5.3234    -17.8608      1.0000
      5.2796    -17.8607      1.0000
      5.2357    -17.8606      1.0000
      5.1919    -17.8603      1.0000
      5.1481    -17.8660      0.0000
      5.1042    -17.8720      0.0000
      5.0604    -17.8770      0.0000
      5.0166    -17.8770      0.0000
      4.9727    -17.8720      0.0000
      4.9289    -17.8660      0.0000
      4.8851    -17.8603      0.0000
      4.8412    -17.8606      0.0000
      4.7974    -17.8607      0.0000
      4.7536    -17.8608      0.0000
      4.7098    -17.8608      0.0000
      4.7098    -17.8608      0.0000
      4.6663    -17.8608      0.0000
      4.6228    -17.8607      0.0000
      4.5794    -17.8606      0.0000
      4.5359    -17.8602      0.0000
      4.4925    -17.8597      0.0000
      4.4490    -17.8651      0.0000
      4.4056    -17.8736      1.0000
      4.3621    -17.8736      0.0000
      4.3186    -17.8651      0.0000
      4.2752    -17.8597      0.0000
      4.2317    -17.8602      0.0000
      4.1883    -17.8606      0.0000
      4.1448    -17.8607      0.0000
      4.1014    -17.8608      0.0000
      4.0579    -17.8608      0.0000
      4.0579    -17.8608      0.0000
      4.0153    -17.8602      0.0000
      3.9727    -17.8597      0.0000
      3.9301    -17.8592      0.0000
      3.8875    -17.8584      0.0000
      3.8449    -17.8573      0.0000
      3.8024    -17.8584      0.0000
      3.7598    -17.8687      1.0000
      3.7172    -17.8626      0.1538
      3.6746    -17.8687      0.0000
      3.6320    -17.8584      0.0000
      3.5894    -17.8573      0.0000
      3.5468    -17.8584      0.0000
      3.5042    -17.8592      0.0000
      3.4616    -17.8597      0.0000
      3.4191    -17.8602      0.0000
      3.3765    -17.8608      0.0000
      3.3765    -17.8608      0.0000
      3.3330    -17.8608      0.0000
      3.2896    -17.8607      0.0000
      3.2461    -17.8606      0.0000
      3.2026    -17.8602      0.0000
      3.1592    -17.8597      0.0000
      3.1157    -17.8651      0.0000
      3.0723    -17.8736      0.0000
      3.0288    -17.8736      0.0000
      2.9854    -17.8651      1.0000
      2.9419    -17.8597      0.0000
      2.8984    -17.8602      0.0000
      2.8550    -17.8606      0.0000
      2.8115    -17.8607      0.0000
      2.7681    -17.8608      0.0000
      2.7246    -17.8608      0.0000
      2.7246    -17.8608      0.0000
      2.6821    -17.8609      0.0000
      2.6395    -17.8610      0.0000
      2.5969    -17.8611      0.0000
      2.5544    -17.8612      0.0000
      2.5118    -17.8630      0.0000
      2.4693    -17.8647      0.0000
      2.4267    -17.8659      0.0000
      2.3842    -17.8672      0.0000
      2.3416    -17.8659      0.0000
      2.2991    -17.8647      0.0000
      2.2565    -17.8630      0.0000
      2.2140    -17.8612      0.0000
      2.1714    -17.8611      0.0000
      2.1288    -17.8610      0.0000
      2.0863    -17.8609      0.0000
      2.0437    -17.8608      0.0000
      2.0437    -17.8608      0.0000
      2.0011    -17.8602      0.0000
      1.9586    -17.8597      0.0000
      1.9160    -17.8592      0.0000
      1.8734    -17.8584      0.0000
      1.8308    -17.8573      0.0000
      1.7882    -17.8584      0.0000
      1.7456    -17.8687      0.0000
      1.7030    -17.8626      0.0000
      1.6604    -17.8687      0.0000
      1.6178    -17.8584      0.0000
      1.5753    -17.8573      0.0000
      1.5327    -17.8584      0.0000
      1.4901    -17.8592      0.0000
      1.4475    -17.8597      0.0000
      1.4049    -17.8602      0.0000
      1.3623    -17.8608      0.0000
      1.3623    -17.8608      0.0000
      1.3198    -17.8609      0.0000
      1.2772    -17.8610      0.0000
      1.2346    -17.8611      0.0000
      1.1921    -17.8612      0.0000
      1.1495    -17.8630      0.0000
      1.1070    -17.8647      0.0000
      1.0644    -17.8659      0.0000
      1.0219    -17.8672      0.0000
      0.9793    -17.8659      1.0000
      0.9368    -17.8647      1.0000
      0.8942    -17.8630      1.0000
      0.8516    -17.8612      1.0000
      0.8091    -17.8611      0.0000
      0.7665    -17.8610      0.0000
      0.7240    -17.8609      0.0000
      0.6814    -17.8608      0.0000
      0.6814    -17.8608      0.0000
      0.6388    -17.8602      0.0000
      0.5963    -17.8597      0.0000
      0.5537    -17.8592      0.0000
      0.5111    -17.8584      0.0000
      0.4685    -17.8573      0.0000
      0.4259    -17.8584      0.0000
      0.3833    -17.8687      0.0000
      0.3407    -17.8626      0.0000
      0.2981    -17.8687      0.0000
      0.2555    -17.8584      1.0000
      0.2129    -17.8573      0.0000
      0.1704    -17.8584      0.0000
      0.1278    -17.8592      0.0000
      0.0852    -17.8597      0.0000
      0.0426    -17.8602      0.0000
      0.0000    -17.8608      0.0000
# Band-Index  181
      0.0000    -17.8570      0.0000
      0.0426    -17.8588      0.0000
      0.0852    -17.8595      0.0000
      0.1278    -17.8591      0.0000
      0.1704    -17.8576      0.0000
      0.2129    -17.8551      0.0000
      0.2555    -17.8559      0.0000
      0.2981    -17.8561      0.0000
      0.3407    -17.8626      0.0000
      0.3833    -17.8561      0.0000
      0.4259    -17.8559      0.0000
      0.4685    -17.8551      1.0000
      0.5111    -17.8576      1.0000
      0.5537    -17.8591      1.0000
      0.5963    -17.8595      1.0000
      0.6388    -17.8588      1.0000
      0.6814    -17.8570      1.0000
      0.6814    -17.8570      1.0000
      0.7240    -17.8574      1.0000
      0.7665    -17.8582      1.0000
      0.8091    -17.8595      1.0000
      0.8516    -17.8611      1.0000
      0.8942    -17.8622      0.0000
      0.9368    -17.8633      0.0000
      0.9793    -17.8651      0.0000
      1.0219    -17.8662      0.8066
      1.0644    -17.8651      1.0000
      1.1070    -17.8633      0.0000
      1.1495    -17.8622      0.0000
      1.1921    -17.8611      0.0000
      1.2346    -17.8595      0.0000
      1.2772    -17.8582      0.0000
      1.3198    -17.8574      0.0000
      1.3623    -17.8570      0.0000
      1.3623    -17.8570      0.0000
      1.4049    -17.8588      0.0000
      1.4475    -17.8595      0.0000
      1.4901    -17.8591      0.0000
      1.5327    -17.8576      0.0000
      1.5753    -17.8551      0.0000
      1.6178    -17.8559      0.0000
      1.6604    -17.8561      0.0000
      1.7030    -17.8626      0.0000
      1.7456    -17.8561      0.0000
      1.7882    -17.8559      0.0000
      1.8308    -17.8551      0.0000
      1.8734    -17.8576      0.0000
      1.9160    -17.8591      0.0000
      1.9586    -17.8595      0.0000
      2.0011    -17.8588      0.0000
      2.0437    -17.8570      0.0000
      2.0437    -17.8570      0.0000
      2.0863    -17.8574      0.0000
      2.1288    -17.8582      0.0000
      2.1714    -17.8595      0.0000
      2.2140    -17.8611      0.0000
      2.2565    -17.8622      0.0000
      2.2991    -17.8633      0.0000
      2.3416    -17.8651      0.0000
      2.3842    -17.8662      0.0000
      2.4267    -17.8651      0.0000
      2.4693    -17.8633      0.0000
      2.5118    -17.8622      0.0000
      2.5544    -17.8611      0.0000
      2.5969    -17.8595      0.0000
      2.6395    -17.8582      0.0000
      2.6821    -17.8574      0.0000
      2.7246    -17.8570      0.0000
      2.7246    -17.8570      0.0000
      2.7681    -17.8575      0.0000
      2.8115    -17.8589      0.0000
      2.8550    -17.8606      0.0000
      2.8984    -17.8602      0.0000
      2.9419    -17.8597      0.0000
      2.9854    -17.8591      0.0000
      3.0288    -17.8581      0.0000
      3.0723    -17.8581      0.0000
      3.1157    -17.8591      0.0000
      3.1592    -17.8597      0.0000
      3.2026    -17.8602      0.0000
      3.2461    -17.8606      0.0000
      3.2896    -17.8589      0.0000
      3.3330    -17.8575      0.0000
      3.3765    -17.8570      0.0000
      3.3765    -17.8570      0.0000
      3.4191    -17.8588      0.0000
      3.4616    -17.8595      0.0000
      3.5042    -17.8591      0.0000
      3.5468    -17.8576      0.0000
      3.5894    -17.8551      0.0000
      3.6320    -17.8559      0.0000
      3.6746    -17.8561      1.0000
      3.7172    -17.8626      0.9156
      3.7598    -17.8561      0.0000
      3.8024    -17.8559      0.0000
      3.8449    -17.8551      0.0000
      3.8875    -17.8576      0.0000
      3.9301    -17.8591      0.0000
      3.9727    -17.8595      0.0000
      4.0153    -17.8588      0.0000
      4.0579    -17.8570      0.0000
      4.0579    -17.8570      0.0000
      4.1014    -17.8575      0.0000
      4.1448    -17.8589      0.0000
      4.1883    -17.8606      0.0000
      4.2317    -17.8602      0.0000
      4.2752    -17.8597      0.0000
      4.3186    -17.8591      0.0000
      4.3621    -17.8581      0.0000
      4.4056    -17.8581      0.0000
      4.4490    -17.8591      0.0000
      4.4925    -17.8597      0.0000
      4.5359    -17.8602      0.0000
      4.5794    -17.8606      0.0000
      4.6228    -17.8589      1.0000
      4.6663    -17.8575      1.0000
      4.7098    -17.8570      1.0000
      4.7098    -17.8570      1.0000
      4.7536    -17.8571      1.0000
      4.7974    -17.8573      1.0000
      4.8412    -17.8606      0.0000
      4.8851    -17.8603      0.0000
      4.9289    -17.8660      0.0000
      4.9727    -17.8598      0.0000
      5.0166    -17.8594      0.0000
      5.0604    -17.8594      1.0000
      5.1042    -17.8598      1.0000
      5.1481    -17.8660      0.0000
      5.1919    -17.8603      1.0000
      5.2357    -17.8606      1.0000
      5.2796    -17.8573      0.0000
      5.3234    -17.8571      0.0000
      5.3672    -17.8570      0.0000
      5.3672    -17.8570      0.0000
      5.4098    -17.8588      0.0000
      5.4524    -17.8595      0.0000
      5.4950    -17.8591      0.0000
