#K-Path(1/A)  Energy(eV)      Weight
# Band-Index    1
      4.5794    -39.4844      0.0000
      4.6228    -39.4838      0.0000
      4.6663    -39.4835      0.0000
      4.7098    -39.4834      0.0000
      4.7098    -39.4834      0.0000
      4.7536    -39.4835      0.0000
      4.7974    -39.4838      0.0000
      4.8412    -39.4843      0.0000
      4.8851    -39.4851      0.0000
      4.9289    -39.4860      0.0000
      4.9727    -39.4871      0.0000
      5.0166    -39.4883      0.0000
      5.0604    -39.4883      0.0000
      5.1042    -39.4871      0.0000
      5.1481    -39.4860      0.0000
      5.1919    -39.4851      0.0000
      5.2357    -39.4843      0.0000
      5.2796    -39.4838      0.0000
      5.3234    -39.4835      0.0000
      5.3672    -39.4834      0.0000
      5.3672    -39.4834      0.0000
      5.4098    -39.4834      0.0000
      5.4524    -39.4834      0.0000
      5.4950    -39.4834      0.0000
      5.5376    -39.4833      0.0000
      5.5802    -39.4833      0.0000
      5.6228    -39.4833      0.0000
      5.6653    -39.4833      0.0000
      5.7079    -39.4833      0.0000
      5.7505    -39.4833      0.0000
      5.7931    -39.4833      0.0000
      5.8357    -39.4833      0.0000
      5.8783    -39.4833      0.0000
      5.9209    -39.4834      0.0000
      5.9635    -39.4834      0.0000
      6.0061    -39.4834      0.0000
      6.0487    -39.4834      0.0000
      6.0487    -39.4834      0.0000
      6.0925    -39.4835      0.0000
      6.1363    -39.4838      0.0000
      6.1801    -39.4843      0.0000
      6.2240    -39.4851      0.0000
      6.2678    -39.4860      0.0000
      6.3116    -39.4871      0.0000
      6.3555    -39.4883      0.0000
      6.3993    -39.4883      0.0000
      6.4431    -39.4871      0.0000
      6.4870    -39.4860      1.0000
      6.5308    -39.4851      0.0000
      6.5746    -39.4843      0.0000
      6.6185    -39.4838      0.0000
      6.6623    -39.4835      0.0000
      6.7061    -39.4834      0.0000
# Band-Index  126
      6.7061    -39.4832      0.0000
      6.6623    -39.4835      0.0000
      6.6185    -39.4838      0.0000
      6.5746    -39.4843      0.0000
      6.5308    -39.4851      0.0000
      6.4870    -39.4860      0.0000
      6.4431    -39.4871      0.0000
      6.3993    -39.4883      0.0000
      6.3555    -39.4883      0.0000
      6.3116    -39.4871      0.0000
      6.2678    -39.4860      0.0000
      6.2240    -39.4851      0.0000
      6.1801    -39.4843      0.0000
      6.1363    -39.4838      0.0000
      6.0925    -39.4835      0.0000
      6.0487    -39.4832      0.0000
      6.0487    -39.4832      0.0000
      6.0061    -39.4832      0.0000
      5.9635    -39.4832      0.0000
      5.9209    -39.4832      0.0000
      5.8783    -39.4832      0.0000
      5.8357    -39.4832      0.0000
      5.7931    -39.4833      0.0000
      5.7505    -39.4833      0.0000
      5.7079    -39.4833      0.0000
      5.6653    -39.4833      0.0000
      5.6228    -39.4833      0.0000
      5.5802    -39.4832      0.0000
      5.5376    -39.4832      0.0000
      5.4950    -39.4832      0.0000
      5.4524    -39.4832      0.0000
      5.4098    -39.4832      0.0000
      5.3672    -39.4832      0.0000
      5.3672    -39.4832      0.0000
      5.3234    -39.4835      0.0000
      5.2796    -39.4838      0.0000
      5.2357    -39.4843      0.0000
      5.1919    -39.4851      0.0000
      5.1481    -39.4860      0.0000
      5.1042    -39.4871      0.0000
      5.0604    -39.4883      0.0000
      5.0166    -39.4883      0.0000
      4.9727    -39.4871      0.0000
      4.9289    -39.4860      0.0000
      4.8851    -39.4851      0.0000
      4.8412    -39.4843      0.0000
      4.7974    -39.4838      0.0000
      4.7536    -39.4835      0.0000
      4.7098    -39.4832      0.0000
      4.7098    -39.4832      0.0000
      4.6663    -39.4834      0.0000
      4.6228    -39.4838      0.0000
      4.5794    -39.4844      0.0000
      4.5359    -39.4851      0.0000
      4.4925    -39.4860      0.0000
      4.4490    -39.4871      0.0000
      4.4056    -39.4882      0.0000
      4.3621    -39.4882      0.0000
      4.3186    -39.4871      0.0000
      4.2752    -39.4860      0.0000
      4.2317    -39.4851      0.0000
      4.1883    -39.4844      0.0000
      4.1448    -39.4838      0.0000
      4.1014    -39.4834      0.0000
      4.0579    -39.4832      0.0000
      4.0579    -39.4832      0.0000
      4.0153    -39.4832      0.0000
      3.9727    -39.4832      0.0000
      3.9301    -39.4832      0.0000
      3.8875    -39.4832      0.0000
      3.8449    -39.4832      0.0000
      3.8024    -39.4833      0.0000
      3.7598    -39.4833      0.0000
      3.7172    -39.4833      0.0000
      3.6746    -39.4833      0.0000
      3.6320    -39.4833      0.0000
      3.5894    -39.4832      0.0000
      3.5468    -39.4832      0.0000
      3.5042    -39.4832      0.0000
      3.4616    -39.4832      0.0000
      3.4191    -39.4832      0.0000
      3.3765    -39.4832      0.0000
      3.3765    -39.4832      0.0000
      3.3330    -39.4834      0.0000
      3.2896    -39.4838      0.0000
      3.2461    -39.4844      0.0000
      3.2026    -39.4851      0.0000
      3.1592    -39.4860      0.0000
      3.1157    -39.4871      0.0000
      3.0723    -39.4882      0.0000
      3.0288    -39.4882      0.0000
      2.9854    -39.4871      0.0000
      2.9419    -39.4860      0.0000
      2.8984    -39.4851      0.0000
      2.8550    -39.4844      0.0000
      2.8115    -39.4838      0.0000
      2.7681    -39.4834      0.0000
      2.7246    -39.4832      0.0000
      2.7246    -39.4832      0.0000
      2.6821    -39.4832      0.0000
      2.6395    -39.4833      0.0000
      2.5969    -39.4833      0.0000
      2.5544    -39.4834      0.0000
      2.5118    -39.4834      0.0000
      2.4693    -39.4835      0.0000
      2.4267    -39.4835      0.0000
      2.3842    -39.4835      0.0000
      2.3416    -39.4835      0.0000
      2.2991    -39.4835      0.0000
      2.2565    -39.4834      0.0000
      2.2140    -39.4834      1.0000
      2.1714    -39.4833      1.0000
      2.1288    -39.4833      1.0000
      2.0863    -39.4832      1.0000
      2.0437    -39.4832      1.0000
      2.0437    -39.4832      1.0000
      2.0011    -39.4832      1.0000
      1.9586    -39.4832      1.0000
      1.9160    -39.4832      1.0000
      1.8734    -39.4832      1.0000
      1.8308    -39.4832      1.0000
      1.7882    -39.4833      0.0000
      1.7456    -39.4833      0.0000
      1.7030    -39.4833      0.2292
      1.6604    -39.4833      1.0000
      1.6178    -39.4833      0.0000
      1.5753    -39.4832      0.0000
      1.5327    -39.4832      0.0000
      1.4901    -39.4832      0.0000
      1.4475    -39.4832      0.0000
      1.4049    -39.4832      0.0000
      1.3623    -39.4832      0.0000
      1.3623    -39.4832      0.0000
      1.3198    -39.4832      0.0000
      1.2772    -39.4833      0.0000
      1.2346    -39.4833      0.0000
      1.1921    -39.4834      0.0000
      1.1495    -39.4834      1.0000
      1.1070    -39.4835      1.0000
      1.0644    -39.4835      1.0000
      1.0219    -39.4835      0.7718
      0.9793    -39.4835      0.0000
      0.9368    -39.4835      0.0000
      0.8942    -39.4834      0.0000
      0.8516    -39.4834      0.0000
      0.8091    -39.4833      0.0000
      0.7665    -39.4833      0.0000
      0.7240    -39.4832      0.0000
      0.6814    -39.4832      0.0000
      0.6814    -39.4832      0.0000
      0.6388    -39.4832      0.0000
      0.5963    -39.4832      0.0000
      0.5537    -39.4832      0.0000
      0.5111    -39.4832      0.0000
      0.4685    -39.4832      0.0000
      0.4259    -39.4833      0.0000
      0.3833    -39.4833      0.0000
      0.3407    -39.4833      0.0000
      0.2981    -39.4833      0.0000
      0.2555    -39.4833      1.0000
      0.2129    -39.4832      0.0000
      0.1704    -39.4832      0.0000
      0.1278    -39.4832      0.0000
      0.0852    -39.4832      0.0000
      0.0426    -39.4832      0.0000
      0.0000    -39.4832      0.0000
# Band-Index  127
      0.0000    -39.4832      0.0000
      0.0426    -39.4832      0.0000
      0.0852    -39.4832      0.0000
      0.1278    -39.4832      0.0000
      0.1704    -39.4832      0.0000
      0.2129    -39.4832      0.0000
      0.2555    -39.4832      0.0000
      0.2981    -39.4833      0.0000
      0.3407    -39.4833      0.0000
      0.3833    -39.4833      0.0000
      0.4259    -39.4832      0.0000
      0.4685    -39.4832      0.0000
      0.5111    -39.4832      0.0000
      0.5537    -39.4832      0.0000
      0.5963    -39.4832      0.0000
      0.6388    -39.4832      0.0000
      0.6814    -39.4832      0.0000
      0.6814    -39.4832      0.0000
      0.7240    -39.4832      0.0000
      0.7665    -39.4831      0.0000
      0.8091    -39.4831      0.0000
      0.8516    -39.4831      0.0000
      0.8942    -39.4831      0.0000
      0.9368    -39.4831      0.0000
      0.9793    -39.4830      0.0000
      1.0219    -39.4830      0.0000
      1.0644    -39.4830      0.0000
      1.1070    -39.4831      0.0000
      1.1495    -39.4831      0.0000
      1.1921    -39.4831      0.0000
      1.2346    -39.4831      0.0000
      1.2772    -39.4831      0.0000
      1.3198    -39.4832      0.0000
      1.3623    -39.4832      0.0000
      1.3623    -39.4832      0.0000
      1.4049    -39.4832      0.0000
      1.4475    -39.4832      0.0000
      1.4901    -39.4832      0.0000
      1.5327    -39.4832      0.0000
      1.5753    -39.4832      0.0000
      1.6178    -39.4832      0.0000
      1.6604    -39.4833      0.0000
      1.7030    -39.4833      0.7948
      1.7456    -39.4833      1.0000
      1.7882    -39.4832      1.0000
      1.8308    -39.4832      1.0000
      1.8734    -39.4832      1.0000
      1.9160    -39.4832      1.0000
      1.9586    -39.4832      1.0000
      2.0011    -39.4832      1.0000
      2.0437    -39.4832      1.0000
      2.0437    -39.4832      1.0000
      2.0863    -39.4832      1.0000
      2.1288    -39.4831      1.0000
      2.1714    -39.4831      0.0000
      2.2140    -39.4831      0.0000
      2.2565    -39.4831      0.0000
      2.2991    -39.4831      0.0000
      2.3416    -39.4830      0.0000
      2.3842    -39.4830      0.9171
      2.4267    -39.4830      1.0000
      2.4693    -39.4831      1.0000
      2.5118    -39.4831      1.0000
      2.5544    -39.4831      1.0000
      2.5969    -39.4831      1.0000
      2.6395    -39.4831      0.0000
      2.6821    -39.4832      0.0000
      2.7246    -39.4832      0.0000
      2.7246    -39.4832      0.0000
      2.7681    -39.4832      1.0000
      2.8115    -39.4836      1.0000
      2.8550    -39.4842      1.0000
      2.8984    -39.4849      1.0000
      2.9419    -39.4859      1.0000
      2.9854    -39.4869      1.0000
      3.0288    -39.4881      1.0000
      3.0723    -39.4881      0.0000
      3.1157    -39.4869      0.0000
      3.1592    -39.4859      0.0000
      3.2026    -39.4849      0.0000
      3.2461    -39.4842      0.0000
      3.2896    -39.4836      0.0000
      3.3330    -39.4832      0.0000
      3.3765    -39.4832      0.0000
      3.3765    -39.4832      0.0000
      3.4191    -39.4832      0.0000
      3.4616    -39.4832      0.0000
      3.5042    -39.4832      0.0000
      3.5468    -39.4832      0.0000
      3.5894    -39.4832      0.0000
      3.6320    -39.4832      0.0000
      3.6746    -39.4833      0.0000
      3.7172    -39.4833      0.0000
      3.7598    -39.4833      0.0000
      3.8024    -39.4832      0.0000
      3.8449    -39.4832      0.0000
      3.8875    -39.4832      0.0000
      3.9301    -39.4832      0.0000
      3.9727    -39.4832      0.0000
      4.0153    -39.4832      0.0000
      4.0579    -39.4832      0.0000
      4.0579    -39.4832      0.0000
      4.1014    -39.4832      0.0000
      4.1448    -39.4836      0.0000
      4.1883    -39.4842      0.0000
      4.2317    -39.4849      0.0000
      4.2752    -39.4859      0.0000
      4.3186    -39.4869      0.0000
      4.3621    -39.4881      0.0000
      4.4056    -39.4881      0.0000
      4.4490    -39.4869      0.0000
      4.4925    -39.4859      0.0000
      4.5359    -39.4849      0.0000
      4.5794    -39.4842      0.0000
      4.6228    -39.4836      0.0000
      4.6663    -39.4832      0.0000
      4.7098    -39.4832      0.0000
      4.7098    -39.4832      0.0000
      4.7536    -39.4832      0.0000
      4.7974    -39.4836      0.0000
      4.8412    -39.4842      0.0000
      4.8851    -39.4850      0.0000
      4.9289    -39.4860      0.0000
      4.9727    -39.4869      0.0000
      5.0166    -39.4880      0.0000
      5.0604    -39.4880      0.0000
      5.1042    -39.4869      0.0000
      5.1481    -39.4860      0.0000
      5.1919    -39.4850      0.0000
      5.2357    -39.4842      0.0000
      5.2796    -39.4836      0.0000
      5.3234    -39.4832      0.0000
      5.3672    -39.4832      0.0000
      5.3672    -39.4832      0.0000
      5.4098    -39.4832      0.0000
      5.4524    -39.4832      0.0000
      5.4950    -39.4832      0.0000
      5.5376    -39.4832      0.0000
      5.5802    -39.4832      0.0000
      5.6228    -39.4832      0.0000
      5.6653    -39.4833      0.0000
      5.7079    -39.4833      0.0000
      5.7505    -39.4833      0.0000
      5.7931    -39.4832      0.0000
      5.8357    -39.4832      0.0000
      5.8783    -39.4832      0.0000
      5.9209    -39.4832      0.0000
      5.9635    -39.4832      0.0000
      6.0061    -39.4832      0.0000
      6.0487    -39.4832      0.0000
      6.0487    -39.4832      0.0000
      6.0925    -39.4832      0.0000
      6.1363    -39.4836      0.0000
      6.1801    -39.4842      0.0000
      6.2240    -39.4850      0.0000
      6.2678    -39.4860      0.0000
      6.3116    -39.4869      0.0000
      6.3555    -39.4880      0.0000
      6.3993    -39.4880      1.0000
      6.4431    -39.4869      1.0000
      6.4870    -39.4860      0.0000
      6.5308    -39.4850      1.0000
      6.5746    -39.4842      1.0000
      6.6185    -39.4836      1.0000
      6.6623    -39.4832      1.0000
      6.7061    -39.4832      0.0000
# Band-Index  128
      6.7061    -39.4831      1.0000
      6.6623    -39.4832      0.0000
      6.6185    -39.4834      0.0000
      6.5746    -39.4839      0.0000
      6.5308    -39.4846      0.0000
      6.4870    -39.4855      0.0000
      6.4431    -39.4865      0.0000
      6.3993    -39.4877      0.0000
      6.3555    -39.4877      0.0000
      6.3116    -39.4865      0.0000
      6.2678    -39.4855      0.0000
      6.2240    -39.4846      0.0000
      6.1801    -39.4839      0.0000
      6.1363    -39.4834      0.0000
      6.0925    -39.4832      0.0000
      6.0487    -39.4831      0.0000
      6.0487    -39.4831      0.0000
      6.0061    -39.4831      0.0000
      5.9635    -39.4831      0.0000
      5.9209    -39.4832      0.0000
      5.8783    -39.4832      0.0000
      5.8357    -39.4832      0.0000
      5.7931    -39.4832      0.0000
      5.7505    -39.4833      0.0000
      5.7079    -39.4833      0.0000
      5.6653    -39.4833      0.0000
      5.6228    -39.4832      0.0000
      5.5802    -39.4832      0.0000
      5.5376    -39.4832      0.0000
      5.4950    -39.4832      0.0000
      5.4524    -39.4831      0.0000
      5.4098    -39.4831      0.0000
      5.3672    -39.4831      0.0000
      5.3672    -39.4831      0.0000
      5.3234    -39.4832      0.0000
      5.2796    -39.4834      0.0000
      5.2357    -39.4839      0.0000
      5.1919    -39.4846      0.0000
      5.1481    -39.4855      0.0000
      5.1042    -39.4865      0.0000
      5.0604    -39.4877      0.0000
      5.0166    -39.4877      0.0000
      4.9727    -39.4865      0.0000
      4.9289    -39.4855      0.0000
      4.8851    -39.4846      0.0000
      4.8412    -39.4839      0.0000
      4.7974    -39.4834      0.0000
      4.7536    -39.4832      0.0000
      4.7098    -39.4831      0.0000
      4.7098    -39.4831      0.0000
      4.6663    -39.4832      0.0000
      4.6228    -39.4835      0.0000
      4.5794    -39.4839      0.0000
      4.5359    -39.4846      0.0000
      4.4925    -39.4855      0.0000
      4.4490    -39.4865      0.0000
      4.4056    -39.4876      0.0000
      4.3621    -39.4876      0.0000
      4.3186    -39.4865      0.0000
      4.2752    -39.4855      0.0000
      4.2317    -39.4846      0.0000
      4.1883    -39.4839      0.0000
      4.1448    -39.4835      0.0000
      4.1014    -39.4832      0.0000
      4.0579    -39.4831      0.0000
      4.0579    -39.4831      0.0000
      4.0153    -39.4831      0.0000
      3.9727    -39.4831      0.0000
      3.9301    -39.4832      0.0000
      3.8875    -39.4832      0.0000
      3.8449    -39.4832      0.0000
      3.8024    -39.4832      0.0000
      3.7598    -39.4833      0.0000
      3.7172    -39.4833      0.0000
      3.6746    -39.4833      0.0000
      3.6320    -39.4832      0.0000
      3.5894    -39.4832      0.0000
      3.5468    -39.4832      0.0000
      3.5042    -39.4832      0.0000
      3.4616    -39.4831      0.0000
      3.4191    -39.4831      0.0000
      3.3765    -39.4831      0.0000
      3.3765    -39.4831      0.0000
      3.3330    -39.4832      0.0000
      3.2896    -39.4835      0.0000
      3.2461    -39.4839      0.0000
      3.2026    -39.4846      0.0000
      3.1592    -39.4855      0.0000
      3.1157    -39.4865      0.0000
      3.0723    -39.4876      0.0000
      3.0288    -39.4876      0.0000
      2.9854    -39.4865      0.0000
      2.9419    -39.4855      0.0000
      2.8984    -39.4846      0.0000
      2.8550    -39.4839      0.0000
      2.8115    -39.4835      0.0000
      2.7681    -39.4832      0.0000
      2.7246    -39.4831      1.0000
      2.7246    -39.4831      1.0000
      2.6821    -39.4831      1.0000
      2.6395    -39.4831      1.0000
      2.5969    -39.4831      0.0000
      2.5544    -39.4831      0.0000
      2.5118    -39.4831      0.0000
      2.4693    -39.4830      0.0000
      2.4267    -39.4830      0.0000
      2.3842    -39.4830      0.0829
      2.3416    -39.4830      1.0000
      2.2991    -39.4830      1.0000
      2.2565    -39.4831      1.0000
      2.2140    -39.4831      1.0000
      2.1714    -39.4831      1.0000
      2.1288    -39.4831      0.0000
      2.0863    -39.4831      0.0000
      2.0437    -39.4831      0.0000
      2.0437    -39.4831      0.0000
      2.0011    -39.4831      0.0000
      1.9586    -39.4831      0.0000
      1.9160    -39.4832      0.0000
      1.8734    -39.4832      0.0000
      1.8308    -39.4832      0.0000
      1.7882    -39.4832      1.0000
      1.7456    -39.4833      1.0000
      1.7030    -39.4833      0.2052
      1.6604    -39.4833      0.0000
      1.6178    -39.4832      0.0000
      1.5753    -39.4832      0.0000
      1.5327    -39.4832      0.0000
      1.4901    -39.4832      0.0000
      1.4475    -39.4831      0.0000
      1.4049    -39.4831      0.0000
      1.3623    -39.4831      0.0000
      1.3623    -39.4831      0.0000
      1.3198    -39.4831      0.0000
      1.2772    -39.4831      0.0000
      1.2346    -39.4831      0.0000
      1.1921    -39.4831      0.0000
      1.1495    -39.4831      0.0000
      1.1070    -39.4830      0.0000
      1.0644    -39.4830      0.0000
      1.0219    -39.4830      0.0000
      0.9793    -39.4830      0.0000
      0.9368    -39.4830      0.0000
      0.8942    -39.4831      0.0000
      0.8516    -39.4831      0.0000
      0.8091    -39.4831      0.0000
      0.7665    -39.4831      0.0000
      0.7240    -39.4831      0.0000
      0.6814    -39.4831      0.0000
      0.6814    -39.4831      0.0000
      0.6388    -39.4831      0.0000
      0.5963    -39.4831      0.0000
      0.5537    -39.4832      0.0000
      0.5111    -39.4832      0.0000
      0.4685    -39.4832      0.0000
      0.4259    -39.4832      0.0000
      0.3833    -39.4833      0.0000
      0.3407    -39.4833      0.0000
      0.2981    -39.4833      0.0000
      0.2555    -39.4832      0.0000
      0.2129    -39.4832      1.0000
      0.1704    -39.4832      1.0000
      0.1278    -39.4832      1.0000
      0.0852    -39.4831      1.0000
      0.0426    -39.4831      1.0000
      0.0000    -39.4831      1.0000
# Band-Index  129
      0.0000    -19.7285      1.0000
      0.0426    -19.7251      1.0000
      0.0852    -19.7148      1.0000
      0.1278    -19.6977      1.0000
      0.1704    -19.6738      1.0000
      0.2129    -19.6435      1.0000
      0.2555    -19.6069      1.0000
      0.2981    -19.5642      1.0000
      0.3407    -19.5157      0.4656
      0.3833    -19.5642      0.0000
      0.4259    -19.6069      0.0000
      0.4685    -19.6435      0.0000
      0.5111    -19.6738      0.0000
      0.5537    -19.6977      0.0000
      0.5963    -19.7148      0.0000
      0.6388    -19.7251      0.0000
      0.6814    -19.7285      0.0000
      0.6814    -19.7285      0.0000
      0.7240    -19.7251      0.0000
      0.7665    -19.7148      0.0000
      0.8091    -19.6978      0.0000
      0.8516    -19.6741      0.0000
      0.8942    -19.6440      0.0000
      0.9368    -19.6075      0.0000
      0.9793    -19.5650      0.0000
      1.0219    -19.5168      0.0000
      1.0644    -19.5650      0.0000
      1.1070    -19.6075      0.0000
      1.1495    -19.6440      0.0000
      1.1921    -19.6741      0.0000
      1.2346    -19.6978      0.0000
      1.2772    -19.7148      0.0000
      1.3198    -19.7251      0.0000
      1.3623    -19.7285      0.0000
      1.3623    -19.7285      0.0000
      1.4049    -19.7251      0.0000
      1.4475    -19.7148      0.0000
      1.4901    -19.6977      0.0000
      1.5327    -19.6738      0.0000
      1.5753    -19.6435      0.0000
      1.6178    -19.6069      0.0000
      1.6604    -19.5642      0.0000
      1.7030    -19.5157      0.0000
      1.7456    -19.5642      0.0000
      1.7882    -19.6069      0.0000
      1.8308    -19.6435      0.0000
      1.8734    -19.6738      0.0000
      1.9160    -19.6977      0.0000
      1.9586    -19.7148      0.0000
      2.0011    -19.7251      0.0000
      2.0437    -19.7285      0.0000
      2.0437    -19.7285      0.0000
      2.0863    -19.7251      0.0000
      2.1288    -19.7148      0.0000
      2.1714    -19.6978      0.0000
      2.2140    -19.6741      0.0000
      2.2565    -19.6440      0.0000
      2.2991    -19.6075      0.0000
      2.3416    -19.5650      0.0000
      2.3842    -19.5168      0.9645
      2.4267    -19.5650      1.0000
      2.4693    -19.6075      1.0000
      2.5118    -19.6440      1.0000
      2.5544    -19.6741      1.0000
      2.5969    -19.6978      1.0000
      2.6395    -19.7148      1.0000
      2.6821    -19.7251      1.0000
      2.7246    -19.7285      1.0000
      2.7246    -19.7285      1.0000
      2.7681    -19.7248      1.0000
      2.8115    -19.7136      1.0000
      2.8550    -19.6950      1.0000
      2.8984    -19.6693      1.0000
      2.9419    -19.6366      1.0000
      2.9854    -19.5973      1.0000
      3.0288    -19.5515      1.0000
      3.0723    -19.5515      0.0000
      3.1157    -19.5973      0.0000
      3.1592    -19.6366      0.0000
      3.2026    -19.6693      0.0000
      3.2461    -19.6950      0.0000
      3.2896    -19.7136      0.0000
      3.3330    -19.7248      0.0000
      3.3765    -19.7285      0.0000
      3.3765    -19.7285      0.0000
      3.4191    -19.7251      0.0000
      3.4616    -19.7148      0.0000
      3.5042    -19.6977      0.0000
      3.5468    -19.6738      0.0000
      3.5894    -19.6435      0.0000
      3.6320    -19.6069      0.0000
      3.6746    -19.5642      0.0000
      3.7172    -19.5157      0.0000
      3.7598    -19.5642      0.0000
      3.8024    -19.6069      0.0000
      3.8449    -19.6435      0.0000
      3.8875    -19.6738      0.0000
      3.9301    -19.6977      0.0000
      3.9727    -19.7148      0.0000
      4.0153    -19.7251      0.0000
      4.0579    -19.7285      0.0000
      4.0579    -19.7285      0.0000
      4.1014    -19.7248      0.0000
      4.1448    -19.7136      0.0000
      4.1883    -19.6950      0.0000
      4.2317    -19.6693      0.0000
      4.2752    -19.6366      0.0000
      4.3186    -19.5973      0.0000
      4.3621    -19.5515      0.0000
      4.4056    -19.5515      0.0000
      4.4490    -19.5973      0.0000
      4.4925    -19.6366      0.0000
      4.5359    -19.6693      0.0000
      4.5794    -19.6950      0.0000
      4.6228    -19.7136      0.0000
      4.6663    -19.7248      0.0000
      4.7098    -19.7285      0.0000
      4.7098    -19.7285      0.0000
      4.7536    -19.7247      0.0000
      4.7974    -19.7132      0.0000
      4.8412    -19.6942      0.0000
      4.8851    -19.6679      0.0000
      4.9289    -19.6344      0.0000
      4.9727    -19.5942      0.0000
      5.0166    -19.5476      0.0000
      5.0604    -19.5476      0.0000
      5.1042    -19.5942      0.0000
      5.1481    -19.6344      0.0000
      5.1919    -19.6679      0.0000
      5.2357    -19.6942      0.0000
      5.2796    -19.7132      0.0000
      5.3234    -19.7247      0.0000
      5.3672    -19.7285      0.0000
      5.3672    -19.7285      0.0000
      5.4098    -19.7251      0.0000
      5.4524    -19.7148      0.0000
      5.4950    -19.6977      0.0000
      5.5376    -19.6738      0.0000
      5.5802    -19.6435      0.0000
      5.6228    -19.6069      0.0000
      5.6653    -19.5642      0.0000
      5.7079    -19.5157      0.0000
      5.7505    -19.5642      0.0000
      5.7931    -19.6069      0.0000
      5.8357    -19.6435      0.0000
      5.8783    -19.6738      0.0000
      5.9209    -19.6977      0.0000
      5.9635    -19.7148      0.0000
      6.0061    -19.7251      0.0000
      6.0487    -19.7285      0.0000
      6.0487    -19.7285      0.0000
      6.0925    -19.7247      0.0000
      6.1363    -19.7132      0.0000
      6.1801    -19.6942      0.0000
      6.2240    -19.6679      0.0000
      6.2678    -19.6344      0.0000
      6.3116    -19.5942      0.0000
      6.3555    -19.5476      0.0000
      6.3993    -19.5476      1.0000
      6.4431    -19.5942      1.0000
      6.4870    -19.6344      1.0000
      6.5308    -19.6679      1.0000
      6.5746    -19.6942      1.0000
      6.6185    -19.7132      1.0000
      6.6623    -19.7247      1.0000
      6.7061    -19.7285      1.0000
# Band-Index  130
      6.7061    -19.0736      0.0000
      6.6623    -19.1068      0.0000
      6.6185    -19.1702      0.0000
      6.5746    -19.2394      0.0000
      6.5308    -19.3083      0.0000
      6.4870    -19.3747      0.0000
      6.4431    -19.4372      0.0000
      6.3993    -19.4951      0.0000
      6.3555    -19.4951      1.0000
      6.3116    -19.4372      1.0000
      6.2678    -19.3747      1.0000
      6.2240    -19.3083      1.0000
      6.1801    -19.2394      1.0000
      6.1363    -19.1702      1.0000
      6.0925    -19.1068      1.0000
      6.0487    -19.0736      1.0000
      6.0487    -19.0736      1.0000
      6.0061    -19.0716      1.0000
      5.9635    -19.1276      0.0000
      5.9209    -19.2013      0.0000
      5.8783    -19.2722      0.0000
      5.8357    -19.3396      0.0000
      5.7931    -19.4029      0.0000
      5.7505    -19.4618      0.0000
      5.7079    -19.5157      0.0000
      5.6653    -19.4618      0.0000
      5.6228    -19.4029      0.0000
      5.5802    -19.3396      0.0000
      5.5376    -19.2722      0.0000
      5.4950    -19.2013      0.0000
      5.4524    -19.1276      0.0000
      5.4098    -19.0716      0.0000
      5.3672    -19.0736      0.0000
      5.3672    -19.0736      0.0000
      5.3234    -19.1068      0.0000
      5.2796    -19.1702      0.0000
      5.2357    -19.2394      0.0000
      5.1919    -19.3083      0.0000
      5.1481    -19.3747      0.0000
      5.1042    -19.4372      0.0000
      5.0604    -19.4951      0.0000
      5.0166    -19.4951      0.0000
      4.9727    -19.4372      0.0000
      4.9289    -19.3747      0.0000
      4.8851    -19.3083      0.0000
      4.8412    -19.2394      0.0000
      4.7974    -19.1702      0.0000
      4.7536    -19.1068      0.0000
      4.7098    -19.0736      0.0000
      4.7098    -19.0736      0.0000
      4.6663    -19.0995      0.0000
      4.6228    -19.1734      0.0000
      4.5794    -19.2456      0.0000
      4.5359    -19.3151      0.0000
      4.4925    -19.3811      0.0000
      4.4490    -19.4430      0.0000
      4.4056    -19.4999      0.0000
      4.3621    -19.4999      0.0000
      4.3186    -19.4430      0.0000
      4.2752    -19.3811      0.0000
      4.2317    -19.3151      0.0000
      4.1883    -19.2456      0.0000
      4.1448    -19.1734      0.0000
      4.1014    -19.0995      0.0000
      4.0579    -19.0736      0.0000
      4.0579    -19.0736      0.0000
      4.0153    -19.0716      0.0000
      3.9727    -19.1276      0.0000
      3.9301    -19.2013      0.0000
      3.8875    -19.2722      0.0000
      3.8449    -19.3396      0.0000
      3.8024    -19.4029      0.0000
      3.7598    -19.4618      0.0000
      3.7172    -19.5157      0.0000
      3.6746    -19.4618      0.0000
      3.6320    -19.4029      0.0000
      3.5894    -19.3396      0.0000
      3.5468    -19.2722      0.0000
      3.5042    -19.2013      0.0000
      3.4616    -19.1276      0.0000
      3.4191    -19.0716      0.0000
      3.3765    -19.0736      0.0000
      3.3765    -19.0736      0.0000
      3.3330    -19.0995      1.0000
      3.2896    -19.1734      1.0000
      3.2461    -19.2456      1.0000
      3.2026    -19.3151      1.0000
      3.1592    -19.3811      1.0000
      3.1157    -19.4430      1.0000
      3.0723    -19.4999      1.0000
      3.0288    -19.4999      0.0000
      2.9854    -19.4430      0.0000
      2.9419    -19.3811      0.0000
      2.8984    -19.3151      0.0000
      2.8550    -19.2456      0.0000
      2.8115    -19.1734      0.0000
      2.7681    -19.0995      0.0000
      2.7246    -19.0736      0.0000
      2.7246    -19.0736      0.0000
      2.6821    -19.0810      0.0000
      2.6395    -19.1312      0.0000
      2.5969    -19.2043      0.0000
