# Optimization on absolute error
[ 3.45]
[ 3.45]
[ 3.525]
[ 3.525]
[ 3.525]
[ 3.515625]
[ 3.5203125]
[ 3.5203125]
[ 3.51914063]
[ 3.51972656]
[ 3.51972656]
[ 3.51958008]
[ 3.51958008] 44.9415765927

# Optimization on relative error
[ 3.5875]
[ 3.54375]
[ 3.54375]
[ 3.521875]
[ 3.521875]
[ 3.521875]
[ 3.521875]
[ 3.51914063]
[ 3.52050781]
[ 3.51982422]
[ 3.51982422] 0.555836056429
