0.309960476	7.10E-03
0.310348412	7.21E-03
0.310737319	7.37E-03
0.311127203	7.43E-03
0.311518066	7.39E-03
0.311909913	7.51E-03
0.312302747	7.68E-03
0.312696571	7.81E-03
0.31309139	7.75E-03
0.313487207	7.72E-03
0.313884026	7.63E-03
0.314281852	7.54E-03
0.314680686	7.40E-03
0.315080535	7.35E-03
0.315481401	7.05E-03
0.315883288	6.85E-03
0.3162862	6.95E-03
0.316690142	6.99E-03
0.317095116	7.14E-03
0.317501128	7.93E-03
0.317908181	7.93E-03
0.318316278	7.48E-03
0.318725425	6.88E-03
0.319135625	6.77E-03
0.319546883	6.53E-03
0.319959201	6.76E-03
0.320372585	7.36E-03
0.320787039	8.10E-03
0.321202566	7.99E-03
0.321619171	8.51E-03
0.322036858	8.83E-03
0.322455632	8.78E-03
0.322875496	8.98E-03
0.323296455	7.69E-03
0.323718513	9.59E-03
0.324141674	9.51E-03
0.324565944	9.66E-03
0.324991325	7.76E-03
0.325417823	8.25E-03
0.325845441	9.30E-03
0.326274185	9.86E-03
0.326704059	8.87E-03
0.327135067	7.76E-03
0.327567214	8.81E-03
0.328000504	9.57E-03
0.328434942	9.05E-03
0.328870532	9.12E-03
0.329307279	8.55E-03
0.329745187	8.86E-03
0.330184262	8.99E-03
0.330624508	9.29E-03
0.331065929	1.03E-02
0.331508531	8.85E-03
0.331952317	8.58E-03
0.332397293	9.27E-03
0.332843464	1.07E-02
0.333290834	1.04E-02
0.333739409	9.23E-03
0.334189193	9.36E-03
0.33464019	1.08E-02
0.335092407	1.09E-02
0.335545847	1.01E-02
0.336000516	9.69E-03
0.336456419	9.44E-03
0.336913561	8.33E-03
0.337371947	4.83E-03
0.337831582	7.90E-03
0.33829247	1.03E-02
0.338754619	1.09E-02
0.339218031	1.10E-02
0.339682714	1.01E-02
0.340148671	1.06E-02
0.340615908	1.15E-02
0.34108443	1.03E-02
0.341554244	9.96E-03
0.342025353	1.02E-02
0.342497764	1.16E-02
0.342971481	9.47E-03
0.343446511	9.48E-03
0.343922858	1.04E-02
0.344400529	1.03E-02
0.344879528	9.67E-03
0.345359862	9.45E-03
0.345841535	9.17E-03
0.346324554	1.02E-02
0.346808924	8.64E-03
0.347294651	8.34E-03
0.34778174	1.09E-02
0.348270198	1.08E-02
0.348760029	9.06E-03
0.349251241	1.05E-02
0.349743838	9.54E-03
0.350237826	9.03E-03
0.350733212	9.46E-03
0.351230001	1.11E-02
0.3517282	1.14E-02
0.352227814	1.21E-02
0.352728849	1.15E-02
0.353231312	1.20E-02
0.353735208	1.18E-02
0.354240544	1.19E-02
0.354747326	1.23E-02
0.35525556	1.04E-02
0.355765252	1.21E-02
0.356276409	1.12E-02
0.356789037	1.09E-02
0.357303142	1.23E-02
0.357818731	9.82E-03
0.35833581	1.25E-02
0.358854386	8.31E-03
0.359374465	1.12E-02
0.359896054	1.13E-02
0.360419158	8.03E-03
0.360943786	1.16E-02
0.361469943	8.69E-03
0.361997636	1.00E-02
0.362526873	1.32E-02
0.363057659	7.28E-03
0.363590001	7.08E-03
0.364123907	4.46E-03
0.364659384	1.25E-02
0.365196437	9.55E-03
0.365735075	9.86E-03
0.366275304	7.49E-03
0.366817131	5.11E-03
0.367360564	8.46E-03
0.36790561	3.94E-03
0.368452275	7.19E-03
0.369000567	5.24E-03
0.369550493	3.63E-03
0.370102061	8.03E-03
0.370655278	3.54E-03
0.371210151	3.46E-03
0.371766688	9.07E-03
0.372324896	4.66E-03
0.372884783	3.52E-03
0.373446357	6.00E-05
0.374009624	1.61E-05
0.374574593	3.92E-03
0.375141272	3.94E-03
0.375709668	1.78E-03
0.376279789	1.22E-03
0.376851643	8.76E-03
0.377425237	1.11E-02
0.378000581	2.86E-03
0.378577681	5.93E-03
0.379156546	1.22E-03
0.379737184	2.45E-03
0.380319603	1.22E-03
0.380903811	9.94E-03
0.381489817	2.61E-03
0.382077628	7.34E-04
0.382667254	3.75E-03
0.383258703	7.29E-03
0.383851983	3.41E-04
0.384447102	1.99E-04
0.38504407	1.61E-03
0.385642894	4.98E-04
0.386243584	1.36E-04
0.386846148	3.10E-04
0.387450595	4.38E-04
0.388056934	2.69E-03
0.388665174	4.24E-03
0.389275323	8.08E-03
0.389887391	1.06E-02
0.390501387	9.23E-03
0.39111732	1.25E-02
0.391735199	1.40E-02
0.392355033	9.23E-03
0.392976832	5.64E-03
0.393600605	6.67E-03
0.394226361	3.25E-03
0.39485411	3.32E-03
0.395483861	1.14E-02
0.396115624	5.76E-03
0.396749409	3.03E-03
0.397385226	9.82E-03
0.398023083	2.27E-03
0.398662992	8.46E-04
0.399304961	9.22E-04
0.399949001	4.40E-03
0.400595123	6.55E-04
0.401243335	2.38E-03
0.401893648	1.77E-03
0.402546073	3.62E-03
0.403200619	6.02E-03
0.403857298	1.75E-03
0.404516119	2.91E-03
0.405177093	6.30E-03
0.405840231	2.89E-04
0.406505542	1.03E-03
0.407173039	4.21E-03
0.407842732	2.02E-03
0.408514631	2.50E-03
0.409188747	6.08E-03
0.409865092	7.50E-03
0.410543677	6.34E-04
0.411224512	5.56E-03
0.411907609	6.85E-03
0.41259298	2.89E-03
0.413280635	7.85E-03
0.413970586	4.28E-03
0.414662844	1.03E-02
0.415357422	6.96E-03
0.41605433	1.34E-03
0.416753581	8.54E-04
0.417455187	3.52E-04
0.418159158	7.44E-03
0.418865508	4.60E-03
0.419574248	2.34E-03
0.420285391	5.23E-03
0.420998949	1.45E-03
0.421714933	1.63E-03
0.422433358	6.49E-03
0.423154234	5.89E-03
0.423877574	1.08E-03
0.424603392	2.89E-03
0.4253317	1.26E-03
0.42606251	2.72E-03
0.426795836	1.11E-04
0.427531691	8.12E-04
0.428270088	2.66E-03
0.42901104	1.86E-04
0.42975456	4.53E-04
0.430500661	2.47E-04
0.431249358	3.92E-04
0.432000664	6.31E-06
0.432754591	1.68E-04
0.433511155	2.54E-05
0.434270369	4.49E-07
0.435032247	1.16E-06
0.435796803	4.06E-05
0.436564051	1.96E-07
0.437334005	2.13E-10
0.43810668	3.90E-06
0.43888209	1.76E-07
0.43966025	2.05E-11
0.440441174	2.87E-10
0.441224877	4.02E-10
0.442011374	6.75E-14
0.44280068	1.65E-12
0.44359281	3.62E-16
0.444387779	1.22E-16
0.445185603	3.89E-27
0.445986297	4.81E-34
0.446789875	4.00E-38
0.447596355	8.38E-24
0.448405752	2.68E-27
0.449218081	0.00E+00
0.450033359	6.73E-44
0.450851602	1.66E-28
0.451672825	1.31E-23
0.452497045	2.33E-27
0.453324279	5.49E-21
0.454154544	6.07E-19
0.454987855	7.29E-22
0.45582423	5.61E-45
0.456663685	3.86E-26
0.457506238	1.13E-35
0.458351905	2.93E-42
0.459200705	0.00E+00
0.460052655	7.13E-33
0.460907771	1.02E-29
0.461766072	0.00E+00
0.462627576	0.00E+00
0.463492301	0.00E+00
0.464360264	0.00E+00
0.465231484	1.11E-37
0.466105979	2.61E-25
0.466983768	1.31E-27
0.46786487	1.43E-19
0.468749302	9.00E-19
0.469637085	1.18E-16
0.470528237	3.90E-16
0.471422777	2.80E-45
0.472320725	3.87E-28
0.473222101	5.65E-29
0.474126923	1.12E-37
0.475035212	5.94E-34
0.475946988	5.81E-35
0.476862271	4.49E-28
0.477781081	2.28E-33
0.478703438	5.48E-31
0.479629363	1.72E-34
0.480558878	3.82E-22
0.481492002	1.08E-27
0.482428757	1.53E-18
0.483369163	1.60E-14
0.484313244	3.10E-11
0.485261019	1.04E-09
0.486212511	2.82E-13
0.487167742	5.38E-11
0.488126734	3.77E-07
0.489089509	1.75E-07
0.490056089	6.36E-07
0.491026497	4.14E-05
0.492000756	3.71E-04
0.492978888	5.19E-04
0.493960918	2.22E-03
0.494946868	1.52E-03
0.495936762	7.06E-03
0.496930623	2.88E-03
0.497928476	3.51E-03
0.498930344	5.61E-03
0.499936252	8.04E-03
0.500946224	1.65E-02
0.501960285	1.67E-02
0.50297846	2.41E-02
0.504000774	3.34E-02
0.505027252	2.49E-02
0.50605792	1.36E-02
0.507092803	2.08E-02
0.508131928	4.32E-02
0.50917532	1.49E-02
0.510223006	4.51E-02
0.511275012	3.31E-02
0.512331365	2.66E-02
0.513392093	2.73E-02
0.514457222	3.38E-02
0.515526779	3.36E-02
0.516600793	4.42E-02
0.517679292	4.06E-02
0.518762303	3.71E-02
0.519849855	3.08E-02
0.520941977	4.26E-02
0.522038697	4.41E-02
0.523140044	3.08E-02
0.524246048	4.94E-02
0.525356739	5.02E-02
0.526472146	4.75E-02
0.5275923	4.15E-02
0.52871723	5.14E-02
0.529846968	4.58E-02
0.530981544	5.80E-02
0.532120989	5.68E-02
0.533265335	5.62E-02
0.534414614	5.20E-02
0.535568857	5.81E-02
0.536728097	6.39E-02
0.537892366	5.92E-02
0.539061698	5.88E-02
0.540236124	6.13E-02
0.541415679	6.32E-02
0.542600396	6.31E-02
0.543790309	6.63E-02
0.544985452	6.40E-02
0.546185861	6.49E-02
0.547391569	6.81E-02
0.548602613	6.69E-02
0.549819026	6.77E-02
0.551040846	7.19E-02
0.552268109	7.08E-02
0.55350085	7.31E-02
0.554739107	7.43E-02
0.555982917	7.58E-02
0.557232317	7.55E-02
0.558487344	7.77E-02
0.559748038	7.63E-02
0.561014436	7.93E-02
0.562286578	7.40E-02
0.563564502	7.12E-02
0.564848248	7.90E-02
0.566137856	7.91E-02
0.567433366	7.46E-02
0.568734818	8.18E-02
0.570042255	8.04E-02
0.571355716	8.20E-02
0.572675244	7.63E-02
0.574000882	8.42E-02
0.57533267	8.48E-02
0.576670653	8.46E-02
0.578014874	8.95E-02
0.579365376	9.08E-02
0.580722203	9.00E-02
0.582085401	8.98E-02
0.583455014	8.86E-02
0.584831087	8.76E-02
0.586213666	9.17E-02
0.587602798	8.97E-02
0.588998529	9.32E-02
0.590400907	8.61E-02
0.591809978	8.97E-02
0.593225792	8.91E-02
0.594648395	8.51E-02
0.596077839	8.68E-02
0.597514171	7.74E-02
0.598957442	6.57E-02
0.600407702	6.19E-02
0.601865002	6.92E-02
0.603329394	5.49E-02
0.604800929	6.79E-02
0.60627966	9.11E-02
0.607765639	8.98E-02
0.609258921	9.64E-02
0.610759559	8.49E-02
0.612267607	7.40E-02
0.613783121	4.50E-02
0.615306156	2.66E-02
0.616836768	3.97E-02
0.618375015	1.50E-02
0.619920952	3.82E-02
0.621474639	8.12E-02
0.623036133	8.56E-02
0.624605493	8.31E-02
0.62618278	7.55E-02
0.627768053	6.79E-02
0.629361373	4.88E-02
0.630962801	2.86E-02
0.6325724	2.19E-02
0.634190232	1.00E-02
0.635816361	1.67E-02
0.637450851	1.09E-02
0.639093765	3.28E-03
0.64074517	3.59E-03
0.642405132	5.52E-04
0.644073717	9.36E-04
0.645750992	4.51E-04
0.647437026	1.99E-05
0.649131887	2.30E-05
0.650835645	5.67E-07
0.652548371	8.62E-07
0.654270134	1.29E-04
0.656001008	2.23E-04
0.657741063	4.39E-05
0.659490375	7.75E-05
0.661249016	4.51E-10
0.663017061	2.67E-10
0.664794587	1.70E-05
0.666581669	1.12E-05
0.668378385	2.84E-07
0.670184813	3.00E-06
0.672001032	6.27E-06
0.673827122	6.27E-08
0.675663163	6.42E-06
0.677509237	5.20E-06
0.679365427	1.27E-03
0.681231816	9.88E-04
0.683108487	3.28E-03
0.684995527	9.69E-03
0.686893022	1.48E-02
0.688801058	3.18E-02
0.690719724	4.69E-02
0.692649109	8.89E-02
0.694589302	7.70E-02
0.696540396	1.01E-01
0.698502481	1.15E-01
0.700475652	1.42E-01
0.702460002	1.33E-01
0.704455627	1.60E-01
0.706462624	1.53E-01
0.708481088	1.66E-01
0.71051112	1.55E-01
0.712552819	1.68E-01
0.714606285	1.62E-01
0.716671621	1.74E-01
