6	0	0	0	6	5.15529717
0	16	0	2	18	6.01333567
2	24	0	4	30	6.011635213
4	32	0	6	42	6.004779945
2	8	0	2	12	6.096987513
0	28	6	8	42	6.015625586
2	8	2	3	15	6.086723012
2	8	6	5	21	5.989375964
0	24	8	10	42	6.0301881
0	12	6	6	24	6.033763885
0	20	10	12	42	6.016215632
0	0	12	6	18	5.71885787
0	16	4	10	30	5.927042194
