    1.500000    1.100000    0.657468
    1.500000    1.189899    0.690863
    1.500000    1.279798    0.723566
    1.500000    1.369697    0.755596
    1.500000    1.459596    0.786969
    1.500000    1.549495    0.817701
    1.500000    1.639394    0.847811
    1.500000    1.729293    0.877314
    1.500000    1.819192    0.906228
    1.500000    1.909091    0.934570
    1.500000    1.998990    0.962357
    1.500000    2.088889    0.989605
    1.500000    2.178788    1.016332
    1.500000    2.268687    1.042554
    1.500000    2.358586    1.068289
    1.500000    2.448485    1.093553
    1.500000    2.538384    1.118364
    1.500000    2.628283    1.142738
    1.500000    2.718182    1.166692
    1.500000    2.808081    1.190244
    1.500000    2.897980    1.213409
    1.500000    2.987879    1.236206
    1.500000    3.077778    1.258651
    1.500000    3.167677    1.280759
    1.500000    3.257576    1.302540
    1.500000    3.347475    1.324000
    1.500000    3.437374    1.345147
    1.500000    3.527273    1.365987
    1.500000    3.617172    1.386529
    1.500000    3.707071    1.406779
    1.500000    3.796970    1.426745
    1.500000    3.886869    1.446433
    1.500000    3.976768    1.465851
    1.500000    4.066667    1.485007
    1.500000    4.156566    1.503907
    1.500000    4.246465    1.522557
    1.500000    4.336364    1.540963
    1.500000    4.426263    1.559131
    1.500000    4.516162    1.577067
    1.500000    4.606061    1.594776
    1.500000    4.695960    1.612265
    1.500000    4.785859    1.629540
    1.500000    4.875758    1.646606
    1.500000    4.965657    1.663469
    1.500000    5.055556    1.680135
    1.500000    5.145455    1.696610
    1.500000    5.235354    1.712897
    1.500000    5.325253    1.729001
    1.500000    5.415152    1.744925
    1.500000    5.505051    1.760673
    1.500000    5.594949    1.776250
    1.500000    5.684848    1.791659
    1.500000    5.774747    1.806903
    1.500000    5.864646    1.821988
    1.500000    5.954545    1.836916
    1.500000    6.044444    1.851691
    1.500000    6.134343    1.866317
    1.500000    6.224242    1.880798
    1.500000    6.314141    1.895136
    1.500000    6.404040    1.909333
    1.500000    6.493939    1.923393
    1.500000    6.583838    1.937319
    1.500000    6.673737    1.951113
    1.500000    6.763636    1.964778
    1.500000    6.853535    1.978317
    1.500000    6.943434    1.991733
    1.500000    7.033333    2.005029
    1.500000    7.123232    2.018207
    1.500000    7.213131    2.031270
    1.500000    7.303030    2.044220
    1.500000    7.392929    2.057059
    1.500000    7.482828    2.069788
    1.500000    7.572727    2.082411
    1.500000    7.662626    2.094928
    1.500000    7.752525    2.107343
    1.500000    7.842424    2.119657
    1.500000    7.932323    2.131873
    1.500000    8.022222    2.143992
    1.500000    8.112121    2.156016
    1.500000    8.202020    2.167948
    1.500000    8.291919    2.179788
    1.500000    8.381818    2.191538
    1.500000    8.471717    2.203199
    1.500000    8.561616    2.214773
    1.500000    8.651515    2.226262
    1.500000    8.741414    2.237666
    1.500000    8.831313    2.248988
    1.500000    8.921212    2.260228
    1.500000    9.011111    2.271389
    1.500000    9.101010    2.282471
    1.500000    9.190909    2.293477
    1.500000    9.280808    2.304407
    1.500000    9.370707    2.315263
    1.500000    9.460606    2.326047
    1.500000    9.550505    2.336760
    1.500000    9.640404    2.347403
    1.500000    9.730303    2.357978
    1.500000    9.820202    2.368487
    1.500000    9.910101    2.378930
    1.500000   10.000000    2.389310
    1.787879    1.100000    0.694658
    1.787879    1.189899    0.729345
    1.787879    1.279798    0.763318
    1.787879    1.369697    0.796595
    1.787879    1.459596    0.829193
    1.787879    1.549495    0.861130
    1.787879    1.639394    0.892424
    1.787879    1.729293    0.923094
    1.787879    1.819192    0.953158
    1.787879    1.909091    0.982632
    1.787879    1.998990    1.011537
    1.787879    2.088889    1.039888
    1.787879    2.178788    1.067705
    1.787879    2.268687    1.095004
    1.787879    2.358586    1.121806
    1.787879    2.448485    1.148126
    1.787879    2.538384    1.173984
    1.787879    2.628283    1.199397
    1.787879    2.718182    1.224383
    1.787879    2.808081    1.248960
    1.787879    2.897980    1.273146
    1.787879    2.987879    1.296960
    1.787879    3.077778    1.320419
    1.787879    3.167677    1.343539
    1.787879    3.257576    1.366329
    1.787879    3.347475    1.388797
    1.787879    3.437374    1.410949
    1.787879    3.527273    1.432793
    1.787879    3.617172    1.454335
    1.787879    3.707071    1.475584
    1.787879    3.796970    1.496545
    1.787879    3.886869    1.517227
    1.787879    3.976768    1.537636
    1.787879    4.066667    1.557779
    1.787879    4.156566    1.577663
    1.787879    4.246465    1.597295
    1.787879    4.336364    1.616681
    1.787879    4.426263    1.635825
    1.787879    4.516162    1.654734
    1.787879    4.606061    1.673414
    1.787879    4.695960    1.691871
    1.787879    4.785859    1.710110
    1.787879    4.875758    1.728137
    1.787879    4.965657    1.745959
