    1.500000    1.100000 1053.773545
    1.500000    1.189899  970.349271
    1.500000    1.279798  893.671809
    1.500000    1.369697  823.426639
    1.500000    1.459596  759.299244
    1.500000    1.549495  700.975103
    1.500000    1.639394  648.139699
    1.500000    1.729293  600.478511
    1.500000    1.819192  557.677022
    1.500000    1.909091  519.420712
    1.500000    1.998990  485.395062
    1.500000    2.088889  455.285553
    1.500000    2.178788  428.777666
    1.500000    2.268687  405.556883
    1.500000    2.358586  385.308684
    1.500000    2.448485  367.718551
    1.500000    2.538384  352.471964
    1.500000    2.628283  339.254404
    1.500000    2.718182  327.751353
    1.500000    2.808081  317.648292
    1.500000    2.897980  308.630702
    1.500000    2.987879  300.384063
    1.500000    3.077778  292.593857
    1.500000    3.167677  285.000994
    1.500000    3.257576  277.568099
    1.500000    3.347475  270.313225
    1.500000    3.437374  263.254426
    1.500000    3.527273  256.409756
    1.500000    3.617172  249.797268
    1.500000    3.707071  243.435016
    1.500000    3.796970  237.341054
    1.500000    3.886869  231.533434
    1.500000    3.976768  226.030212
    1.500000    4.066667  220.849440
    1.500000    4.156566  216.002177
    1.500000    4.246465  211.471501
    1.500000    4.336364  207.233495
    1.500000    4.426263  203.264242
    1.500000    4.516162  199.539825
    1.500000    4.606061  196.036327
    1.500000    4.695960  192.729831
    1.500000    4.785859  189.596421
    1.500000    4.875758  186.612178
    1.500000    4.965657  183.753187
    1.500000    5.055556  180.995530
    1.500000    5.145455  178.319129
    1.500000    5.235354  175.719263
    1.500000    5.325253  173.195050
    1.500000    5.415152  170.745605
    1.500000    5.505051  168.370048
    1.500000    5.594949  166.067494
    1.500000    5.684848  163.837063
    1.500000    5.774747  161.677871
    1.500000    5.864646  159.589035
    1.500000    5.954545  157.569674
    1.500000    6.044444  155.618904
    1.500000    6.134343  153.735476
    1.500000    6.224242  151.916672
    1.500000    6.314141  150.159407
    1.500000    6.404040  148.460596
    1.500000    6.493939  146.817155
    1.500000    6.583838  145.225999
    1.500000    6.673737  143.684042
    1.500000    6.763636  142.188200
    1.500000    6.853535  140.735388
    1.500000    6.943434  139.322522
    1.500000    7.033333  137.946515
    1.500000    7.123232  136.604647
    1.500000    7.213131  135.295645
    1.500000    7.303030  134.018603
    1.500000    7.392929  132.772611
    1.500000    7.482828  131.556761
    1.500000    7.572727  130.370144
    1.500000    7.662626  129.211854
    1.500000    7.752525  128.080980
    1.500000    7.842424  126.976615
    1.500000    7.932323  125.897850
    1.500000    8.022222  124.843778
    1.500000    8.112121  123.813531
    1.500000    8.202020  122.806406
    1.500000    8.291919  121.821744
    1.500000    8.381818  120.858882
    1.500000    8.471717  119.917160
    1.500000    8.561616  118.995916
    1.500000    8.651515  118.094491
