# 1: thickness in nm
# 2: Eb in meV from experiments
# 3: Eb in meV from asymmetric model
# 4: Eb in meV from symmetric model
 5.900000 147.6  139.937059  133.999485
 7.800000 123.5  120.026059  118.984535
10.100000  92.1  103.388156  105.330682
14.300000  71.4   83.738312   87.973748
26.200000  69.5   56.609621   61.934863
