40 0.68104172 15.6554706128
80 0.68102322 16.5352236678
120 0.68102179 16.763158861
160 0.6810216 16.8353827031
200 0.6810215 16.8604691667
240 0.6810215 16.8696591256
280 0.6810215 16.873145132
